Simulation:,Density Correction
Angle 52,3941.34613132863,4560.78107368075
Angle 52,3976.78708229989,4596.8490930176
Angle 52,4012.18276551557,4632.77304366162
Angle 52,4047.53352068487,4668.55339572486
Angle 52,4082.83968369713,4704.19061372885
Angle 52,4118.10158667737,4739.68515668816
Angle 52,4153.31955804083,4775.03747819238
Angle 52,4188.4939225465,4810.24802648661
Angle 52,4223.62500134969,4845.31724455044
Angle 52,4258.71311205359,4880.24557017559
Angle 52,4293.75856875999,4915.03343604202
Angle 52,4328.76168211897,4949.68126979279
Angle 52,4363.72275937783,4984.18949410745
Angle 52,4398.642104429,5018.55852677422
Angle 52,4433.52001785719,5052.78878076083
Angle 52,4468.3567969857,5086.88066428409
Angle 52,4503.15273592185,5120.83458087827
Angle 52,4537.90812560166,5154.65092946221
Angle 52,4572.6232538337,5188.33010440533
Angle 52,4607.29840534226,5221.87249559242
Angle 52,4641.93386180963,5255.2784884873
Angle 52,4676.52990191775,5288.54846419543
Angle 52,4711.08680138911,5321.68279952534
Angle 52,4745.60483302692,5354.68186704912
Angle 52,4780.08426675463,5387.54603516175
Angle 52,4814.52536965472,5420.27566813945
Angle 52,4848.92840600684,5452.87112619712
Angle 52,4883.29363732537,5485.33276554465
Angle 52,4917.62132239623,5517.6609384424
Angle 52,4951.91171731312,5549.85599325566
Angle 52,4986.1650755132,5581.91827450825
Angle 52,5020.38164781206,5613.84812293519
Angle 52,5054.5616824382,5645.64587553447
Angle 52,5088.70542506688,5677.31186561803
Angle 52,5122.81311885341,5708.84642286178
Angle 52,5156.88500446594,5740.24987335489
Angle 52,5190.92132011762,5771.52253964823
Angle 52,5224.92230159832,5802.66474080201
Angle 52,5258.88818230576,5833.67679243263
Angle 52,5292.81919327615,5864.55900675877
Angle 52,5326.71556321434,5895.31169264677
Angle 52,5360.57751852352,5925.93515565521
Angle 52,5394.40528333432,5956.42969807879
Angle 52,5428.19907953354,5986.79561899154
Angle 52,5461.95912679243,6017.03321428929
Angle 52,5495.68564259442,6047.14277673146
Angle 52,5529.37884226247,6077.12459598221
Angle 52,5563.038938986,6106.97895865096
Angle 52,5596.66614384734,6136.70614833216
Angle 52,5630.26066584781,6166.30644564457
Angle 52,5663.82271193333,6195.78012826979
Angle 52,5697.35248701968,6225.12747099031
Angle 52,5730.85019401734,6254.34874572687
Angle 52,5764.31603385592,6283.44422157528
Angle 52,5797.75020550828,6312.41416484264
Angle 52,5831.15290601417,6341.25883908306
Angle 52,5864.52433050358,6369.97850513273
Angle 52,5897.86467221971,6398.57342114454
Angle 52,5931.17412254158,6427.04384262213
Angle 52,5964.45287100628,6455.39002245342
Angle 52,5997.70110533089,6483.61221094362
Angle 52,6030.91901143409,6511.71065584778
Angle 52,6064.10677345739,6539.68560240277
Angle 52,6097.26457378606,6567.53729335886
Angle 52,6130.39259306977,6595.2659690108
Angle 52,6163.49101024286,6622.87186722835
Angle 52,6196.56000254437,6650.35522348652
Angle 52,6229.59974553771,6677.7162708952
Angle 52,6262.61041313006,6704.95524022842
Angle 52,6295.5921775915,6732.07235995319
Angle 52,6328.54520957379,6759.06785625788
Angle 52,6361.46967812898,6785.94195308021
Angle 52,6394.36575072763,6812.69487213478
Angle 52,6427.23359327679,6839.32683294026
Angle 52,6460.07337013782,6865.83805284618
Angle 52,6492.88524414375,6892.22874705923
Angle 52,6525.66937661658,6918.49912866931
Angle 52,6558.4259273842,6944.64940867516
Angle 52,6591.15505479713,6970.67979600956
Angle 52,6623.85691574497,6996.59049756423
Angle 52,6656.53166567263,7022.38171821438
Angle 52,6689.17945859638,7048.05366084289
Angle 52,6721.80044711952,7073.60652636411
Angle 52,6754.39478244802,7099.04051374738
Angle 52,6786.96261440577,7124.35582004019
Angle 52,6819.5040914497,7149.55264039103
Angle 52,6852.01936068466,7174.63116807188
Angle 52,6884.50856787808,7199.59159450044
Angle 52,6916.97185747442,7224.43410926199
Angle 52,6949.40937260946,7249.15890013101
Angle 52,6981.82125512432,7273.76615309243
Angle 52,7014.20764557932,7298.25605236265
Angle 52,7046.56868326763,7322.62878041021
Angle 52,7078.90450622877,7346.88451797626
Angle 52,7111.21525126184,7371.02344409461
Angle 52,7143.50105393863,7395.04573611169
Angle 52,7175.76204861657,7418.95156970608
Angle 52,7207.99836845138,7442.74111890782
Angle 52,7240.21014540969,7466.41455611752
Angle 52,7272.39751028138,7489.97205212515
Angle 52,7304.5605926918,7513.41377612855
Angle 52,7336.69952111381,7536.7398957518
Angle 52,7368.81442287965,7559.9505770632
Angle 52,7400.90542419266,7583.04598459317
Angle 52,7432.97265013878,7606.02628135175
Angle 52,7465.01622469804,7628.89162884599
Angle 52,7497.03627075568,7651.64218709705
Angle 52,7529.03291011331,7674.27811465712
Angle 52,7561.00626349984,7696.79956862602
Angle 52,7592.95645058222,7719.20670466774
Angle 52,7624.8835899761,7741.49967702658
Angle 52,7656.78779925634,7763.67863854327
Angle 52,7688.66919496735,7785.74374067069
Angle 52,7720.5278926333,7807.69513348957
Angle 52,7752.36400676821,7829.53296572381
Angle 52,7784.17765088587,7851.25738475577
Angle 52,7815.96893750966,7872.86853664124
Angle 52,7847.73797818226,7894.36656612428
Angle 52,7879.48488347514,7915.75161665184
Angle 52,7911.20976299802,7937.02383038823
Angle 52,7942.91272540818,7958.18334822936
Angle 52,7974.5938784196,7979.23030981686
Angle 52,8006.25332881203,8000.16485355196
Angle 52,8037.89118243993,8020.98711660921
Angle 52,8069.50754424129,8041.69723495011
Angle 52,8101.1025182463,8062.29534333641
Angle 52,8132.67620758599,8082.7815753434
Angle 52,8164.22871450065,8103.15606337297
Angle 52,8195.76014034823,8123.41893866647
Angle 52,8227.27058561259,8143.5703313175
Angle 52,8258.76014991164,8163.61037028446
Angle 52,8290.22893200538,8183.539183403
Angle 52,8321.67702980385,8203.3568973983
Angle 52,8353.10454037494,8223.06363789718
Angle 52,8384.51155995217,8242.65952944012
Angle 52,8415.89818394227,8262.14469549307
Angle 52,8447.26450693275,8281.51925845915
Angle 52,8478.61062269934,8300.78333969022
Angle 52,8509.93662421331,8319.9370594983
Angle 52,8541.24260364874,8338.98053716682
Angle 52,8572.52865238967,8357.9138909618
Angle 52,8603.79486103716,8376.73723814286
Angle 52,8635.04131941628,8395.45069497409
Angle 52,8666.26811658297,8414.05437673484
Angle 52,8697.47534083086,8432.5483977303
Angle 52,8728.66307969801,8450.93287130206
Angle 52,8759.83141997345,8469.20790983847
Angle 52,8790.98044770382,8487.37362478491
Angle 52,8822.11024819977,8505.43012665392
Angle 52,8853.22090604238,8523.37752503526
Angle 52,8884.3125050894,8541.2159286058
Angle 52,8915.38512848154,8558.94544513933
Angle 52,8946.43885864858,8576.56618151622
Angle 52,8977.47377731541,8594.07824373307
Angle 52,9008.48996550806,8611.48173691209
Angle 52,9039.48750355959,8628.77676531054
Angle 52,9070.46647111592,8645.96343232993
Angle 52,9101.42694714165,8663.0418405252
Angle 52,9132.36900992568,8680.0120916138
Angle 52,9163.29273708689,8696.87428648457
Angle 52,9194.19820557966,8713.62852520667
Angle 52,9225.08549169938,8730.27490703827
Angle 52,9255.95467108785,8746.81353043526
Angle 52,9286.80581873865,8763.24449305976
Angle 52,9317.63900900238,8779.56789178866
Angle 52,9348.45431559194,8795.78382272192
Angle 52,9379.25181158763,8811.89238119091
Angle 52,9410.03156944227,8827.89366176658
Angle 52,9440.79366098622,8843.78775826759
Angle 52,9471.53815743235,8859.57476376833
Angle 52,9502.26512938093,8875.25477060683
Angle 52,9532.97464682448,8890.82787039264
Angle 52,9563.66677915258,8906.29415401459
Angle 52,9594.34159515655,8921.65371164847
Angle 52,9624.99916303416,8936.90663276468
Angle 52,9655.63955039422,8952.05300613567
Angle 52,9686.26282426113,8967.09291984349
Angle 52,9716.86905107941,8982.02646128707
Angle 52,9747.45829671811,8996.85371718959
Angle 52,9778.03062647522,9011.57477360566
Angle 52,9808.58610508199,9026.18971592847
Angle 52,9839.12479670723,9040.69862889687
Angle 52,9869.64676496153,9055.10159660238
Angle 52,9900.15207290147,9069.3987024961
Angle 52,9930.6407830337,9083.59002939559
Angle 52,9961.11295731906,9097.67565949166
Angle 52,9991.5686571766,9111.65567435508
Angle 52,10022.0079434875,9125.53015494327
Angle 52,10052.4308765992,9139.29918160684
Angle 52,10082.8375163291,9152.96283409617
Angle 52,10113.2279219682,9166.52119156785
Angle 52,10143.6021522855,9179.97433259109
Angle 52,10173.9602655312,9193.32233515403
Angle 52,10204.3023194406,9206.56527667005
Angle 52,10234.6283712378,9219.70323398398
Angle 52,10264.9384776392,9232.73628337825
Angle 52,10295.2326948571,9245.66450057898
Angle 52,10325.5110786033,9258.48796076205
Angle 52,10355.7736840926,9271.20673855905
Angle 52,10386.020566046,9283.82090806322
Angle 52,10416.2517786945,9296.33054283535
Angle 52,10446.467375782,9308.73571590956
Angle 52,10476.6674105691,9321.03649979907
Angle 52,10506.851935836,9333.23296650193
Angle 52,10537.0210038859,9345.32518750668
Angle 52,10567.1746665481,9357.31323379792
Angle 52,10597.3129751814,9369.1971758619
Angle 52,10627.435980677,9380.97708369205
Angle 52,10657.5437334616,9392.65302679437
Angle 52,10687.6362835007,9404.2250741929
Angle 52,10717.7136803012,9415.69329443504
Angle 52,10747.7759729148,9427.05775559691
Angle 52,10777.8232099405,9438.31852528855
Angle 52,10807.855439528,9449.47567065922
Angle 52,10837.8727093802,9460.52925840251
Angle 52,10867.8750667562,9471.47935476151
Angle 52,10897.8625584741,9482.3260255339
Angle 52,10927.8352309137,9493.06933607695
Angle 52,10957.7931300193,9503.7093513126
Angle 52,10987.7363013025,9514.24613573232
Angle 52,11017.6647898446,9524.67975340213
Angle 52,11047.5786402994,9535.01026796741
Angle 52,11077.4778968961,9545.23774265776
Angle 52,11107.3626034412,9555.3622402918
Angle 52,11137.2328033217,9565.38382328192
Angle 52,11167.0885395073,9575.30255363901
Angle 52,11196.929854553,9585.11849297714
Angle 52,11226.7567906016,9594.8317025182
Angle 52,11256.5693893857,9604.44224309651
Angle 52,11286.3676922308,9613.9501751634
Angle 52,11316.1517400572,9623.35555879174
Angle 52,11345.9215733824,9632.65845368043
Angle 52,11375.6772323237,9641.85891915887
Angle 52,11405.4187565999,9650.95701419144
Angle 52,11435.1461855344,9659.95279738179
Angle 52,11464.8595580565,9668.84632697733
Angle 52,11494.5589127043,9677.63766087347
Angle 52,11524.2442876268,9686.32685661796
Angle 52,11553.9157205857,9694.91397141514
Angle 52,11583.5732489578,9703.3990621302
Angle 52,11613.2169097372,9711.78218529337
Angle 52,11642.8467395369,9720.06339710408
Angle 52,11672.4627745916,9728.24275343514
Angle 52,11702.0650507589,9736.32030983681
Angle 52,11731.6536035222,9744.29612154096
Angle 52,11761.2284679919,9752.17024346502
Angle 52,11790.7896789076,9759.94273021611
Angle 52,11820.3372706405,9767.61363609499
Angle 52,11849.8712771945,9775.18301510003
Angle 52,11879.3917322088,9782.65092093119
Angle 52,11908.8986689594,9790.01740699391
Angle 52,11938.3921203611,9797.28252640303
Angle 52,11967.872118969,9804.4463319866
Angle 52,11997.338696981,9811.50887628982
Angle 52,12026.7918862388,9818.47021157875
Angle 52,12056.2317182302,9825.3303898442
Angle 52,12085.6582240905,9832.08946280543
Angle 52,12115.0714346045,9838.74748191391
Angle 52,12144.471380208,9845.30449835707
Angle 52,12173.8580909896,9851.76056306194
Angle 52,12203.2315966924,9858.1157266989
Angle 52,12232.5919267152,9864.37003968525
Angle 52,12261.9391101149,9870.52355218893
Angle 52,12291.2731756074,9876.57631413202
Angle 52,12320.5941515696,9882.52837519442
Angle 52,12349.9020660408,9888.37978481737
Angle 52,12379.1969467241,9894.13059220701
Angle 52,12408.4788209883,9899.78084633787
Angle 52,12437.7477158691,9905.33059595642
Angle 52,12467.0036580708,9910.77988958453
Angle 52,12496.2466739675,9916.12877552292
Angle 52,12525.4767896049,9921.37730185462
Angle 52,12554.6940307014,9926.5255164484
Angle 52,12583.8984226498,9931.57346696216
Angle 52,12613.0899905185,9936.52120084632
Angle 52,12642.2687590531,9941.36876534721
Angle 52,12671.4347526776,9946.11620751039
Angle 52,12700.5879954957,9950.763574184
Angle 52,12729.7285112925,9955.31091202207
Angle 52,12758.8563235353,9959.75826748783
Angle 52,12787.9714553754,9964.10568685698
Angle 52,12817.0739296489,9968.35321622096
Angle 52,12846.1637688787,9972.50090149021
Angle 52,12875.2409952748,9976.54878839735
Angle 52,12904.3056307364,9980.4969225005
Angle 52,12933.3576968528,9984.34534918637
Angle 52,12962.3972149044,9988.09411367351
Angle 52,12991.4242058643,9991.74326101548
Angle 52,13020.4386903992,9995.29283610397
Angle 52,13049.4406888709,9998.74288367199
Angle 52,13078.4302213369,10002.093448297
Angle 52,13107.4073075523,10005.3445744038
Angle 52,13136.3719669701,10008.4963062681
Angle 52,13165.3242187432,10011.5486880193
Angle 52,13194.2640817247,10014.5017636433
Angle 52,13223.1915744696,10017.3555769861
Angle 52,13252.1067152354,10020.1101717566
Angle 52,13281.0095219837,10022.7655915295
Angle 52,13309.9000123807,10025.3218797485
Angle 52,13338.7782037987,10027.7790797293
Angle 52,13367.6441133168,10030.1372346626
Angle 52,13396.4977577222,10032.3963876168
Angle 52,13425.339153511,10034.5565815415
Angle 52,13454.1683168893,10036.6178592699
Angle 52,13482.985263774,10038.5802635221
Angle 52,13511.7900097941,10040.4438369082
Angle 52,13540.5825702914,10042.2086219305
Angle 52,13569.3629603215,10043.8746609872
Angle 52,13598.131194655,10045.4419963751
Angle 52,13626.8872877779,10046.9106702921
Angle 52,13655.6312538929,10048.2807248405
Angle 52,13684.3631069203,10049.5522020299
Angle 52,13713.0828604988,10050.7251437795
Angle 52,13741.7905279863,10051.7995919219
Angle 52,13770.486122461,10052.7755882049
Angle 52,13799.1696567219,10053.6531742953
Angle 52,13827.8411432903,10054.4323917809
Angle 52,13856.5005944098,10055.1132821738
Angle 52,13885.1480220478,10055.6958869132
Angle 52,13913.7834378961,10056.1802473681
Angle 52,13942.4068533715,10056.5664048398
Angle 52,13971.018279617,10056.8544005652
Angle 52,13999.6177275022,10057.0442757193
Angle 52,14028.2052076245,10057.136071418
Angle 52,14056.7807303096,10057.1298287209
Angle 52,14085.3443056121,10057.0255886338
Angle 52,14113.8959433167,10056.8233921119
Angle 52,14142.4356529387,10056.523280062
Angle 52,14170.9634437247,10056.1252933458
Angle 52,14199.4793246533,10055.6294727822
Angle 52,14227.9833044361,10055.03585915
Angle 52,14256.4753915182,10054.3444931909
Angle 52,14284.9555940786,10053.5554156121
Angle 52,14313.4239200317,10052.6686670886
Angle 52,14341.8803770271,10051.6842882666
Angle 52,14370.324972451,10050.6023197655
Angle 52,14398.7577134262,10049.4228021809
Angle 52,14427.1786068135,10048.1457760875
Angle 52,14455.5876592116,10046.7712820411
Angle 52,14483.9848769585,10045.2993605818
Angle 52,14512.3702661313,10043.7300522365
Angle 52,14540.7438325476,10042.0633975215
Angle 52,14569.1055817657,10040.2994369452
Angle 52,14597.4555190853,10038.4382110105
Angle 52,14625.7936495481,10036.4797602179
Angle 52,14654.1199779385,10034.4241250676
Angle 52,14682.4345087841,10032.2713460624
Angle 52,14710.7372463562,10030.0214637104
Angle 52,14739.0281946704,10027.6745185271
Angle 52,14767.3073574876,10025.2305510387
Angle 52,14795.5747383137,10022.6896017842
Angle 52,14823.8303404011,10020.0517113183
Angle 52,14852.0741667486,10017.3169202135
Angle 52,14880.3062201021,10014.4852690633
Angle 52,14908.5265029553,10011.5567984843
Angle 52,14936.73501755,10008.5315491192
Angle 52,14964.9317658768,10005.4095616388
Angle 52,14993.1167496755,10002.1908767451
Angle 52,15021.2899704358,9998.87553517357
Angle 52,15049.4514293973,9995.46357769587
Angle 52,15077.6011275508,9991.95504512222
Angle 52,15105.7390656379,9988.34997830411
Angle 52,15133.8652441522,9984.64841813675
Angle 52,15161.9796633394,9980.85040556167
Angle 52,15190.0823231978,9976.95598156925
Angle 52,15218.173223479,9972.96518720121
Angle 52,15246.2523636878,9968.87806355322
Angle 52,15274.3197430835,9964.69465177737
Angle 52,15302.3753606795,9960.41499308471
Angle 52,15330.4192152443,9956.03912874781
Angle 52,15358.4513053017,9951.56710010323
Angle 52,15386.4716291311,9946.99894855409
Angle 52,15414.4801847683,9942.33471557255
Angle 52,15442.4769700056,9937.57444270235
Angle 52,15470.4619823923,9932.7181715613
Angle 52,15498.4352192351,9927.76594384382
Angle 52,15526.3966775986,9922.71780132343
Angle 52,15554.3463543054,9917.57378585525
Angle 52,15582.2842459368,9912.33393937853
Angle 52,15610.2103488331,9906.99830391913
Angle 52,15638.1246590939,9901.56692159204
Angle 52,15666.0271725783,9896.03983460384
Angle 52,15693.9178849057,9890.41708525527
Angle 52,15721.796791456,9884.69871594366
Angle 52,15749.6638873695,9878.88476916547
Angle 52,15777.5191675479,9872.97528751874
Angle 52,15805.3626266542,9866.97031370563
Angle 52,15833.1942591135,9860.86989053489
Angle 52,15861.0140591126,9854.67406092434
Angle 52,15888.8220206009,9848.38286790339
Angle 52,15916.6181372908,9841.99635461549
Angle 52,15944.4024026575,9835.51456432066
Angle 52,15972.1748099397,9828.93754039795
Angle 52,15999.9353521397,9822.26532634795
Angle 52,16027.6840220239,9815.49796579524
Angle 52,16055.420812123,9808.63550249093
Angle 52,16083.1457147322,9801.67798031509
Angle 52,16110.8587219117,9794.62544327927
Angle 52,16138.5598254866,9787.47793552899
Angle 52,16166.2490170477,9780.23550134621
Angle 52,16193.9262879512,9772.89818515181
Angle 52,16221.5916293194,9765.4660315081
Angle 52,16249.2450320409,9757.9390851213
Angle 52,16276.8864867705,9750.31739084399
Angle 52,16304.5159839301,9742.60099367766
Angle 52,16332.1335137082,9734.78993877515
Angle 52,16359.7390660605,9726.88427144315
Angle 52,16387.3326307105,9718.8840371447
Angle 52,16414.914197149,9710.78928150166
Angle 52,16442.4837546349,9702.60005029721
Angle 52,16470.041292195,9694.31638947837
Angle 52,16497.5867986246,9685.93834515841
